city,county,2010 population,2000 population,percent change,2010 land area in sq mi,2010 land area in sq km,density
Riley,St. Clair,"3,353","3,046",10.10%,38.23,99,87.7/sq mi (33.9/km2)
River Rouge,Wayne,"7,903","9,917",?20.3%,2.65,6.9,"2,982.3/sq mi (1,151.5/km2)"
Riverside,Missaukee,"1,179","1,050",12.30%,35.35,91.6,33.4/sq mi (12.9/km2)
Riverton,Mason,"1,153","1,335",?13.6%,35.27,91.3,32.7/sq mi (12.6/km2)
Riverview,Wayne,"12,486","13,272",?5.9%,4.4,11,"2,837.7/sq mi (1,095.7/km2)"
Rives,Jackson,"4,683","4,725",?0.9%,35.79,92.7,130.8/sq mi (50.5/km2)
Robinson,Ottawa,"6,084","5,588",8.90%,38.47,99.6,158.1/sq mi (61.1/km2)
Rochester,Oakland,"12,711","10,467",21.40%,3.82,9.9,"3,327.5/sq mi (1,284.7/km2)"
Rochester Hills,Oakland,"70,995","68,825",3.20%,32.82,85,"2,163.2/sq mi (835.2/km2)"
Rockford,Kent,"5,719","4,626",23.60%,3.24,8.4,"1,765.1/sq mi (681.5/km2)"
Rockland,Ontonagon,228,324,?29.6%,92.75,240.2,2.5/sq mi (0.9/km2)
Rock River,Alger,"1,212","1,213",?0.1%,80.74,209.1,15.0/sq mi (5.8/km2)
Rockwood,Wayne,"3,289","3,442",?4.4%,2.52,6.5,"1,305.2/sq mi (503.9/km2)"
Rogers,Presque Isle,984,949,3.70%,33.61,87,29.3/sq mi (11.3/km2)
Rogers CityCounty seat,Presque Isle,"2,827","3,322",?14.9%,4.52,11.7,625.4/sq mi (241.5/km2)
Rolland,Isabella,"1,305","1,210",7.90%,35.76,92.6,36.5/sq mi (14.1/km2)
Rollin,Lenawee,"3,270","3,176",3.00%,33.68,87.2,97.1/sq mi (37.5/km2)
Rome,Lenawee,"1,791","1,772",1.10%,35.86,92.9,49.9/sq mi (19.3/km2)
Romeo,Macomb,"3,596","3,721",?3.4%,2.02,5.2,"1,780.2/sq mi (687.3/km2)"
Romulus,Wayne,"23,989","22,979",4.40%,35.61,92.2,673.7/sq mi (260.1/km2)
Ronald,Ionia,"1,869","1,903",?1.8%,36.18,93.7,51.7/sq mi (19.9/km2)
Roosevelt Park,Muskegon,"3,831","3,890",?1.5%,1.03,2.7,"3,719.4/sq mi (1,436.1/km2)"
RoscommonCounty seat,Roscommon,"1,075","1,133",?5.1%,1.49,3.9,721.5/sq mi (278.6/km2)
Roscommon,Roscommon,"4,411","4,249",3.80%,103.32,267.6,42.7/sq mi (16.5/km2)
Rose,Oakland,"6,250","6,210",0.60%,34.51,89.4,181.1/sq mi (69.9/km2)
Rose,Ogemaw,"1,368","1,409",?2.9%,52.86,136.9,25.9/sq mi (10.0/km2)
Rosebush,Isabella,368,379,?2.9%,0.89,2.3,413.5/sq mi (159.6/km2)
Rose City,Ogemaw,653,721,?9.4%,1.08,2.8,604.6/sq mi (233.4/km2)
Rose Lake,Osceola,"1,373","1,231",11.50%,33.61,87,40.9/sq mi (15.8/km2)
Roseville,Macomb,"47,299","48,129",?1.7%,9.83,25.5,"4,811.7/sq mi (1,857.8/km2)"
Ross,Kalamazoo,"4,664","5,047",?7.6%,33.34,86.4,139.9/sq mi (54.0/km2)
Rothbury,Oceana,432,416,3.80%,0.9,2.3,480.0/sq mi (185.3/km2)
Roxand,Eaton,"1,848","1,903",?2.9%,36.42,94.3,50.7/sq mi (19.6/km2)
Royal Oak,Oakland,"57,236","60,062",?4.7%,11.78,30.5,"4,858.7/sq mi (1,876.0/km2)"
Royal Oak,Oakland,"2,419","5,446",?55.6%,0.55,1.4,"4,398.2/sq mi (1,698.1/km2)"
Royalton,Berrien,"4,766","3,888",22.60%,18.12,46.9,263.0/sq mi (101.6/km2)
Rubicon,Huron,732,778,?5.9%,23.69,61.4,30.9/sq mi (11.9/km2)
Rudyard,Chippewa,"1,370","1,315",4.20%,89.64,232.2,15.3/sq mi (5.9/km2)
Rush,Shiawassee,"1,291","1,409",?8.4%,34.9,90,37.0/sq mi (14.3/km2)
Rust,Montmorency,561,549,2.20%,68.52,177.5,8.2/sq mi (3.2/km2)
Rutland,Barry,"3,987","3,646",9.40%,35.03,90.7,113.8/sq mi (43.9/km2)
Sage,Gladwin,"2,457","2,617",?6.1%,34.23,88.7,71.8/sq mi (27.7/km2)
SaginawCounty seat,Saginaw,"51,508","61,799",?16.7%,17.34,44.9,"2,970.5/sq mi (1,146.9/km2)"
Saginaw,Saginaw,"40,840","39,657",3.00%,24.5,63,"1,666.9/sq mi (643.6/km2)"
Sagola,Dickinson,"1,106","1,169",?5.4%,159.71,413.6,6.9/sq mi (2.7/km2)
St. Charles,Saginaw,"2,054","2,215",?7.3%,2.12,5.5,968.9/sq mi (374.1/km2)
St. Charles,Saginaw,"3,330","3,393",?1.9%,36.49,94.5,91.3/sq mi (35.2/km2)
St. Clair,St. Clair,"5,485","5,802",?5.5%,2.93,7.6,"1,872.0/sq mi (722.8/km2)"
St. Clair,St. Clair,"6,817","6,423",6.10%,38.41,99.5,177.5/sq mi (68.5/km2)
St. Clair Shores,Macomb,"59,715","63,096",?5.4%,11.62,30.1,"5,139.0/sq mi (1,984.2/km2)"
St. IgnaceCounty seat,Mackinac,"2,452","2,678",?8.4%,2.68,6.9,914.9/sq mi (353.3/km2)
St. Ignace,Mackinac,939,"1,024",?8.3%,97.11,251.5,9.7/sq mi (3.7/km2)
St. James,Charlevoix,365,307,18.90%,20.35,52.7,17.9/sq mi (6.9/km2)
St. JohnsCounty seat,Clinton,"7,865","7,485",5.10%,3.87,10,"2,032.3/sq mi (784.7/km2)"
St. JosephCounty seat,Berrien,"8,365","8,789",?4.8%,3.21,8.3,"2,605.9/sq mi (1,006.2/km2)"
St. Joseph,Berrien,"10,028","10,042",?0.1%,6.65,17.2,"1,508.0/sq mi (582.2/km2)"
St. Louis,Gratiot,"7,482","4,494",66.50%,3.34,8.7,"2,240.1/sq mi (864.9/km2)"
Salem,Allegan,"4,446","3,486",27.50%,35.7,92,124.5/sq mi (48.1/km2)
Salem,Washtenaw,"5,627","5,562",1.20%,34.29,88.8,164.1/sq mi (63.4/km2)
Saline,Washtenaw,"8,810","8,034",9.70%,4.26,11,"2,068.1/sq mi (798.5/km2)"
Saline,Washtenaw,"1,896","1,302",45.60%,34.69,89.8,54.7/sq mi (21.1/km2)
Sanborn,Alpena,"2,116","2,152",?1.7%,43.78,113.4,48.3/sq mi (18.7/km2)
Sand Beach,Huron,"1,221","1,470",?16.9%,36.36,94.2,33.6/sq mi (13.0/km2)
Sand Lake,Kent,500,492,1.60%,0.71,1.8,704.2/sq mi (271.9/km2)
Sands,Marquette,"2,285","2,127",7.40%,66.4,172,34.4/sq mi (13.3/km2)
Sandstone,Jackson,"3,984","3,801",4.80%,36,93,110.7/sq mi (42.7/km2)
SanduskyCounty seat,Sanilac,"2,679","2,745",?2.4%,2.14,5.5,"1,251.9/sq mi (483.3/km2)"
Sanford,Midland,859,943,?8.9%,1.27,3.3,676.4/sq mi (261.2/km2)
Sanilac,Sanilac,"2,431","2,609",?6.8%,40.77,105.6,59.6/sq mi (23.0/km2)
Saranac,Ionia,"1,325","1,326",?0.1%,1.15,3,"1,152.2/sq mi (444.9/km2)"
Sauble,Lake,333,323,3.10%,34.63,89.7,9.6/sq mi (3.7/km2)
Saugatuck,Allegan,925,"1,065",?13.1%,1.18,3.1,783.9/sq mi (302.7/km2)
Saugatuck,Allegan,"2,944","3,590",?18.0%,23.37,60.5,126.0/sq mi (48.6/km2)
Sault Ste. MarieCounty seat,Chippewa,"14,144","16,542",?14.5%,14.77,38.3,957.6/sq mi (369.7/km2)
Schoolcraft,Houghton,"1,839","1,863",?1.3%,40.12,103.9,45.8/sq mi (17.7/km2)
Schoolcraft,Kalamazoo,"1,525","1,587",?3.9%,0.98,2.5,"1,556.1/sq mi (600.8/km2)"
Schoolcraft,Kalamazoo,"8,214","7,260",13.10%,34.27,88.8,239.7/sq mi (92.5/km2)
Scio,Washtenaw,"20,081","15,759",27.40%,33.73,87.4,595.3/sq mi (229.9/km2)
Sciota,Shiawassee,"1,833","1,801",1.80%,25.13,65.1,72.9/sq mi (28.2/km2)
Scipio,Hillsdale,"1,884","1,822",3.40%,29.21,75.7,64.5/sq mi (24.9/km2)
Scottville,Mason,"1,214","1,266",?4.1%,1.49,3.9,814.8/sq mi (314.6/km2)
Sebewa,Ionia,"1,171","1,202",?2.6%,35.94,93.1,32.6/sq mi (12.6/km2)
Sebewaing,Huron,"1,759","1,974",?10.9%,1.58,4.1,"1,113.3/sq mi (429.8/km2)"
Sebewaing,Huron,"2,724","2,944",?7.5%,32.51,84.2,83.8/sq mi (32.4/km2)
Secord,Gladwin,"1,151","1,140",1.00%,22.03,57.1,52.2/sq mi (20.2/km2)
Selma,Wexford,"2,093","1,915",9.30%,34.31,88.9,61.0/sq mi (23.6/km2)
Seneca,Lenawee,"1,230","1,303",?5.6%,40.05,103.7,30.7/sq mi (11.9/km2)
Seney,Schoolcraft,119,180,?33.9%,212.63,550.7,0.6/sq mi (0.2/km2)
Seville,Gratiot,"2,173","2,375",?8.5%,35.54,92,61.1/sq mi (23.6/km2)
Sharon,Washtenaw,"1,737","1,678",3.50%,37.41,96.9,46.4/sq mi (17.9/km2)
Shelby,Macomb,"73,804","65,159",13.30%,34.26,88.7,"2,154.2/sq mi (831.8/km2)"
Shelby,Oceana,"2,065","1,914",7.90%,1.7,4.4,"1,214.7/sq mi (469.0/km2)"
Shelby,Oceana,"4,069","3,951",3.00%,35.69,92.4,114.0/sq mi (44.0/km2)
Shepherd,Isabella,"1,515","1,536",?1.4%,0.97,2.5,"1,561.9/sq mi (603.0/km2)"
Sheridan,Calhoun,"1,936","2,116",?8.5%,31.33,81.1,61.8/sq mi (23.9/km2)
Sheridan,Clare,"1,575","1,588",?0.8%,36.15,93.6,43.6/sq mi (16.8/km2)
Sheridan,Huron,712,736,?3.3%,36.15,93.6,19.7/sq mi (7.6/km2)
Sheridan,Mason,"1,072",969,10.60%,34.22,88.6,31.3/sq mi (12.1/km2)
Sheridan,Mecosta,"1,393","1,357",2.70%,34.8,90,40.0/sq mi (15.5/km2)
Sheridan,Montcalm,649,705,?7.9%,1.1,2.8,590.0/sq mi (227.8/km2)
Sheridan,Newaygo,"2,510","2,423",3.60%,33.04,85.6,76.0/sq mi (29.3/km2)
Sherman,Gladwin,"1,043","1,029",1.40%,34.87,90.3,29.9/sq mi (11.5/km2)
Sherman,Huron,"1,083","1,165",?7.0%,43.99,113.9,24.6/sq mi (9.5/km2)
Sherman,Iosco,448,493,?9.1%,35.93,93.1,12.5/sq mi (4.8/km2)
Sherman,Isabella,"2,991","2,616",14.30%,34.71,89.9,86.2/sq mi (33.3/km2)
Sherman,Keweenaw,67,60,11.70%,65.16,168.8,1.0/sq mi (0.4/km2)
Sherman,Mason,"1,186","1,090",8.80%,36.23,93.8,32.7/sq mi (12.6/km2)
Sherman,Newaygo,"2,109","2,159",?2.3%,33.41,86.5,63.1/sq mi (24.4/km2)
Sherman,Osceola,"1,042","1,081",?3.6%,37.03,95.9,28.1/sq mi (10.9/km2)
Sherman,St. Joseph,"3,205","3,248",?1.3%,32.97,85.4,97.2/sq mi (37.5/km2)
Sherwood,Branch,309,324,?4.6%,0.98,2.5,315.3/sq mi (121.7/km2)
Sherwood,Branch,"2,094","2,284",?8.3%,34.64,89.7,60.5/sq mi (23.3/km2)
Shiawassee,Shiawassee,"2,840","2,907",?2.3%,36.39,94.2,78.0/sq mi (30.1/km2)
Shoreham,Berrien,862,860,0.20%,0.58,1.5,"1,486.2/sq mi (573.8/km2)"
Sidney,Montcalm,"2,574","2,563",0.40%,33.95,87.9,75.8/sq mi (29.3/km2)
Sigel,Huron,465,576,?19.3%,35.64,92.3,13.0/sq mi (5.0/km2)
Silver Creek,Cass,"3,218","3,491",?7.8%,31.96,82.8,100.7/sq mi (38.9/km2)
Sims,Arenac,"1,095","1,091",0.40%,11.5,30,95.2/sq mi (36.8/km2)
Skandia,Marquette,826,907,?8.9%,71.84,186.1,11.5/sq mi (4.4/km2)
Slagle,Wexford,503,569,?11.6%,35.79,92.7,14.1/sq mi (5.4/km2)
Sodus,Berrien,"1,932","2,139",?9.7%,19.41,50.3,99.5/sq mi (38.4/km2)
Solon,Kent,"5,974","4,662",28.10%,34.72,89.9,172.1/sq mi (66.4/km2)
Solon,Leelanau,"1,509","1,542",?2.1%,26.39,68.3,57.2/sq mi (22.1/km2)
Somerset,Hillsdale,"4,623","4,277",8.10%,33.41,86.5,138.4/sq mi (53.4/km2)
Soo,Chippewa,"3,141","2,652",18.40%,50.13,129.8,62.7/sq mi (24.2/km2)
South Arm,Charlevoix,"1,873","1,844",1.60%,30.64,79.4,61.1/sq mi (23.6/km2)
South Branch,Crawford,"2,007","1,842",9.00%,104.83,271.5,19.1/sq mi (7.4/km2)
South Branch,Wexford,383,330,16.10%,36.03,93.3,10.6/sq mi (4.1/km2)
Southfield,Oakland,"71,739","78,296",?8.4%,26.27,68,"2,730.8/sq mi (1,054.4/km2)"
Southfield,Oakland,"14,547","14,430",0.80%,8.05,20.8,"1,807.1/sq mi (697.7/km2)"
Southgate,Wayne,"30,047","30,136",?0.3%,6.85,17.7,"4,386.4/sq mi (1,693.6/km2)"
South Haven,"Van Buren, Allegan","4,403","5,021",?12.3%,3.4,8.8,"1,295.0/sq mi (500.0/km2)"
South Haven,Van Buren,"3,983","4,046",?1.6%,17.42,45.1,228.6/sq mi (88.3/km2)
South Lyon,Oakland,"11,327","10,036",12.90%,3.73,9.7,"3,036.7/sq mi (1,172.5/km2)"
South Range,Houghton,758,727,4.30%,0.36,0.93,"2,105.6/sq mi (813.0/km2)"
South Rockwood,Monroe,"1,675","1,284",30.50%,2.35,6.1,712.8/sq mi (275.2/km2)
Spalding,Menominee,"1,674","1,761",?4.9%,162.59,421.1,10.3/sq mi (4.0/km2)
Sparta,Kent,"4,140","4,159",?0.5%,2.46,6.4,"1,682.9/sq mi (649.8/km2)"
Sparta,Kent,"9,110","8,938",1.90%,36.43,94.4,250.1/sq mi (96.6/km2)
Spaulding,Saginaw,"2,153","2,399",?10.3%,25.59,66.3,84.1/sq mi (32.5/km2)
Speaker,Sanilac,"1,483","1,408",5.30%,34.55,89.5,42.9/sq mi (16.6/km2)
Spencer,Kent,"3,960","3,681",7.60%,33.97,88,116.6/sq mi (45.0/km2)
Spring Arbor,Jackson,"8,267","7,577",9.10%,35.1,91,235.5/sq mi (90.9/km2)
Springdale,Manistee,781,730,7.00%,35.42,91.7,22.0/sq mi (8.5/km2)
Springfield,Calhoun,"5,260","5,189",1.40%,3.66,9.5,"1,437.2/sq mi (554.9/km2)"
Springfield,Kalkaska,"1,523","1,270",19.90%,35.09,90.9,43.4/sq mi (16.8/km2)
Springfield,Oakland,"13,940","13,338",4.50%,35.43,91.8,393.5/sq mi (151.9/km2)
Spring Lake,Ottawa,"2,323","2,514",?7.6%,1.18,3.1,"1,968.6/sq mi (760.1/km2)"
Spring Lake,Ottawa,"14,300","13,140",8.80%,16.48,42.7,867.7/sq mi (335.0/km2)
Springport,Jackson,800,704,13.60%,1.26,3.3,634.9/sq mi (245.1/km2)
Springport,Jackson,"2,159","2,182",?1.1%,36.1,93,59.8/sq mi (23.1/km2)
Springvale,Emmet,"2,141","1,727",24.00%,44.71,115.8,47.9/sq mi (18.5/km2)
Springville,Wexford,"1,755","1,673",4.90%,32.5,84,54.0/sq mi (20.8/km2)
Spurr,Baraga,276,227,21.60%,150.83,390.6,1.8/sq mi (0.7/km2)
Stambaugh,Iron,"1,140","1,248",?8.7%,181.49,470.1,6.3/sq mi (2.4/km2)
StandishCounty seat,Arenac,"1,509","1,581",?4.6%,2.15,5.6,701.9/sq mi (271.0/km2)
Standish,Arenac,"1,900","2,026",?6.2%,27.63,71.6,68.8/sq mi (26.6/km2)
Stannard,Ontonagon,790,833,?5.2%,125.1,324,6.3/sq mi (2.4/km2)
Stanton,Houghton,"1,419","1,268",11.90%,122.38,317,11.6/sq mi (4.5/km2)
StantonCounty seat,Montcalm,"1,417","1,504",?5.8%,2.15,5.6,659.1/sq mi (254.5/km2)
Stanwood,Mecosta,211,204,3.40%,0.24,0.62,879.2/sq mi (339.4/km2)
Star,Antrim,926,745,24.30%,34.39,89.1,26.9/sq mi (10.4/km2)
Stephenson,Menominee,862,875,?1.5%,1.09,2.8,790.8/sq mi (305.3/km2)
Stephenson,Menominee,670,716,?6.4%,40.72,105.5,16.5/sq mi (6.4/km2)
Sterling,Arenac,530,533,?0.6%,0.98,2.5,540.8/sq mi (208.8/km2)
Sterling Heights,Macomb,"129,699","124,471",4.20%,36.5,95,"3,553.4/sq mi (1,372.0/km2)"
Stevensville,Berrien,"1,142","1,191",?4.1%,1.04,2.7,"1,098.1/sq mi (424.0/km2)"
Stockbridge,Ingham,"1,218","1,260",?3.3%,1.51,3.9,806.6/sq mi (311.4/km2)
Stockbridge,Ingham,"3,896","3,435",13.40%,35.46,91.8,109.9/sq mi (42.4/km2)
Stronach,Manistee,821,804,2.10%,54.98,142.4,14.9/sq mi (5.8/km2)
Sturgis,St. Joseph,"10,994","11,285",?2.6%,6.49,16.8,"1,694.0/sq mi (654.1/km2)"
Sturgis,St. Joseph,"2,261","2,403",?5.9%,17.68,45.8,127.9/sq mi (49.4/km2)
Sugar Island,Chippewa,652,683,?4.5%,49.35,127.8,13.2/sq mi (5.1/km2)
Sullivan,Muskegon,"2,441","2,477",?1.5%,24.08,62.4,101.4/sq mi (39.1/km2)
Summerfield,Clare,456,453,0.70%,35.2,91,13.0/sq mi (5.0/km2)
Summerfield,Monroe,"3,308","3,233",2.30%,41.98,108.7,78.8/sq mi (30.4/km2)
Summit,Jackson,"22,508","21,534",4.50%,29.09,75.3,773.7/sq mi (298.7/km2)
Summit,Mason,924,"1,021",?9.5%,12.8,33,72.2/sq mi (27.9/km2)
Sumner,Gratiot,"1,930","1,911",1.00%,35.65,92.3,54.1/sq mi (20.9/km2)
Sumpter,Wayne,"9,549","11,856",?19.5%,37.36,96.8,255.6/sq mi (98.7/km2)
Sunfield,Eaton,578,591,?2.2%,0.8,2.1,722.5/sq mi (279.0/km2)
Sunfield,Eaton,"1,997","2,177",?8.3%,36.09,93.5,55.3/sq mi (21.4/km2)
Superior,Chippewa,"1,337","1,329",0.60%,102.98,266.7,13.0/sq mi (5.0/km2)
Superior,Washtenaw,"13,058","10,740",21.60%,35.21,91.2,370.9/sq mi (143.2/km2)
Surrey,Clare,"3,606","3,555",1.40%,35.1,91,102.7/sq mi (39.7/km2)
Suttons Bay,Leelanau,618,589,4.90%,1.25,3.2,494.4/sq mi (190.9/km2)
Suttons BayCounty seat,Leelanau,"2,982","2,982",0.00%,24.52,63.5,121.6/sq mi (47.0/km2)
Swan Creek,Saginaw,"2,456","2,536",?3.2%,22.95,59.4,107.0/sq mi (41.3/km2)
Swartz Creek,Genesee,"5,758","5,102",12.90%,4.04,10.5,"1,425.2/sq mi (550.3/km2)"
Sweetwater,Lake,245,238,2.90%,35.69,92.4,6.9/sq mi (2.7/km2)
Sylvan,Osceola,"1,099","1,033",6.40%,34.56,89.5,31.8/sq mi (12.3/km2)
Sylvan,Washtenaw,"2,833","6,425",?55.9%,32.59,84.4,86.9/sq mi (33.6/km2)
Sylvan Lake,Oakland,"1,720","1,735",?0.9%,0.51,1.3,"3,372.5/sq mi (1,302.1/km2)"
Tallmadge,Ottawa,"7,575","6,881",10.10%,32.21,83.4,235.2/sq mi (90.8/km2)
Tawas,Iosco,"1,744","1,684",3.60%,33.39,86.5,52.2/sq mi (20.2/km2)
Tawas CityCounty seat,Iosco,"1,827","2,005",?8.9%,1.72,4.5,"1,062.2/sq mi (410.1/km2)"
Taylor,Wayne,"63,131","65,868",?4.2%,23.6,61,"2,675.0/sq mi (1,032.8/km2)"
Taymouth,Saginaw,"4,520","4,624",?2.2%,35.38,91.6,127.8/sq mi (49.3/km2)
Tecumseh,Lenawee,"8,521","8,574",?0.6%,5.7,15,"1,494.9/sq mi (577.2/km2)"
Tecumseh,Lenawee,"1,972","1,881",4.80%,12.57,32.6,156.9/sq mi (60.6/km2)
Tekonsha,Calhoun,717,712,0.70%,0.71,1.8,"1,009.9/sq mi (389.9/km2)"
Tekonsha,Calhoun,"1,645","1,734",?5.1%,35.4,92,46.5/sq mi (17.9/km2)
Texas,Kalamazoo,"14,697","10,919",34.60%,34.38,89,427.5/sq mi (165.1/km2)
Thetford,Genesee,"7,049","8,277",?14.8%,34.55,89.5,204.0/sq mi (78.8/km2)
Thomas,Saginaw,"11,985","11,877",0.90%,30.61,79.3,391.5/sq mi (151.2/km2)
Thompson,Schoolcraft,795,671,18.50%,112.38,291.1,7.1/sq mi (2.7/km2)
Thompsonville,Benzie,441,457,?3.5%,1,2.6,441.0/sq mi (170.3/km2)
Thornapple,Barry,"7,884","6,685",17.90%,35.28,91.4,223.5/sq mi (86.3/km2)
Three Oaks,Berrien,"1,622","1,829",?11.3%,0.99,2.6,"1,638.4/sq mi (632.6/km2)"
Three Oaks,Berrien,"2,574","2,949",?12.7%,23.29,60.3,110.5/sq mi (42.7/km2)
Three Rivers,St. Joseph,"7,811","7,328",6.60%,5.4,14,"1,446.5/sq mi (558.5/km2)"
Tilden,Marquette,"1,013","1,003",1.00%,89.89,232.8,11.3/sq mi (4.4/km2)
Tittabawassee,Saginaw,"9,726","7,706",26.20%,35.16,91.1,276.6/sq mi (106.8/km2)
Tobacco,Gladwin,"2,566","2,552",0.50%,33.75,87.4,76.0/sq mi (29.4/km2)
Tompkins,Jackson,"2,671","2,758",?3.2%,36.01,93.3,74.2/sq mi (28.6/km2)
Torch Lake,Antrim,"1,194","1,159",3.00%,15.09,39.1,79.1/sq mi (30.6/km2)
Torch Lake,Houghton,"1,880","1,860",1.10%,79.87,206.9,23.5/sq mi (9.1/km2)
Traverse CityCounty seat,"Grand Traverse,","14,674","14,532",1.00%,8.33,21.6,"1,761.6/sq mi (680.2/km2)"
,Leelanau,,,,,,
Trenton,Wayne,"18,853","19,584",?3.7%,7.28,18.9,"2,589.7/sq mi (999.9/km2)"
Trout Lake,Chippewa,384,465,?17.4%,141.39,366.2,2.7/sq mi (1.0/km2)
Trowbridge,Allegan,"2,502","2,519",?0.7%,34.64,89.7,72.2/sq mi (27.9/km2)
Troy,Newaygo,283,243,16.50%,34.84,90.2,8.1/sq mi (3.1/km2)
Troy,Oakland,"80,980","80,959",0.00%,33.47,86.7,"2,419.5/sq mi (934.2/km2)"
Turin,Marquette,153,131,16.80%,83.7,217,1.8/sq mi (0.7/km2)
Turner,Arenac,114,139,?18.0%,1.02,2.6,111.8/sq mi (43.2/km2)
Turner,Arenac,550,642,?14.3%,31.14,80.7,17.7/sq mi (6.8/km2)
Tuscarora,Cheboygan,"3,038","3,091",?1.7%,29.41,76.2,103.3/sq mi (39.9/km2)
Tuscola,Tuscola,"2,082","2,152",?3.3%,32.79,84.9,63.5/sq mi (24.5/km2)
Tustin,Osceola,230,237,?3.0%,0.39,1,589.7/sq mi (227.7/km2)
Twining,Arenac,181,192,?5.7%,0.97,2.5,186.6/sq mi (72.0/km2)
Tyrone,Kent,"4,731","4,304",9.90%,36.12,93.6,131.0/sq mi (50.6/km2)
Tyrone,Livingston,"10,020","8,459",18.50%,35.4,92,283.1/sq mi (109.3/km2)
Ubly,Huron,858,873,?1.7%,1.34,3.5,640.3/sq mi (247.2/km2)
Unadilla,Livingston,"3,366","3,190",5.50%,33.75,87.4,99.7/sq mi (38.5/km2)
Union,Branch,"2,868","3,121",?8.1%,35.46,91.8,80.9/sq mi (31.2/km2)
Union,Grand Traverse,405,417,?2.9%,35.81,92.7,11.3/sq mi (4.4/km2)
Union,Isabella,"12,927","7,615",69.80%,28.16,72.9,459.1/sq mi (177.2/km2)
Union City,"Branch, Calhoun","1,599","1,804",?11.4%,1.44,3.7,"1,110.4/sq mi (428.7/km2)"
Unionville,Tuscola,508,605,?16.0%,0.94,2.4,540.4/sq mi (208.7/km2)
Utica,Macomb,"4,757","4,577",3.90%,1.71,4.4,"2,781.9/sq mi (1,074.1/km2)"
Valley,Allegan,"2,018","1,831",10.20%,32.92,85.3,61.3/sq mi (23.7/km2)
Van Buren,Wayne,"28,821","23,559",22.30%,33.97,88,848.4/sq mi (327.6/km2)
Vandalia,Cass,301,429,?29.8%,0.99,2.6,304.0/sq mi (117.4/km2)
Vanderbilt,Otsego,562,587,?4.3%,1.13,2.9,497.3/sq mi (192.0/km2)
Vassar,Tuscola,"2,697","2,823",?4.5%,2.12,5.5,"1,272.2/sq mi (491.2/km2)"
Vassar,Tuscola,"4,093","4,356",?6.0%,35.05,90.8,116.8/sq mi (45.1/km2)
Venice,Shiawassee,"2,578","2,588",?0.4%,37.44,97,68.9/sq mi (26.6/km2)
Vergennes,Kent,"4,189","3,611",16.00%,34.49,89.3,121.5/sq mi (46.9/km2)
Vermontville,Eaton,759,789,?3.8%,1.26,3.3,602.4/sq mi (232.6/km2)
Vermontville,Eaton,"2,053","2,100",?2.2%,36.11,93.5,56.9/sq mi (22.0/km2)
Vernon,Isabella,"1,369","1,342",2.00%,35.34,91.5,38.7/sq mi (15.0/km2)
Vernon,Shiawassee,783,847,?7.6%,0.69,1.8,"1,134.8/sq mi (438.1/km2)"
Vernon,Shiawassee,"4,614","4,980",?7.3%,33.69,87.3,137.0/sq mi (52.9/km2)
Verona,Huron,"1,259","1,349",?6.7%,34.13,88.4,36.9/sq mi (14.2/km2)
Vevay,Ingham,"3,537","3,614",?2.1%,31.56,81.7,112.1/sq mi (43.3/km2)
Vicksburg,Kalamazoo,"2,906","2,320",25.30%,3.01,7.8,965.4/sq mi (372.8/km2)
Victor,Clinton,"3,460","3,275",5.60%,33.93,87.9,102.0/sq mi (39.4/km2)
Victory,Mason,"1,383","1,444",?4.2%,35.93,93.1,38.5/sq mi (14.9/km2)
Vienna,Genesee,"13,255","13,108",1.10%,35.01,90.7,378.6/sq mi (146.2/km2)
Vienna,Montmorency,587,572,2.60%,69.1,179,8.5/sq mi (3.3/km2)
Village of Clarkston,Oakland,882,962,?8.3%,0.44,1.1,"2,004.5/sq mi (774.0/km2)"
Village of Grosse Pointe Shores,"Wayne, Macomb","3,008",0,NA,1.15,3,"2,615.7/sq mi (1,009.9/km2)"
Volinia,Cass,"1,112","1,174",?5.3%,34.39,89.1,32.3/sq mi (12.5/km2)
Wakefield,Gogebic,"1,851","2,085",?11.2%,8.02,20.8,230.8/sq mi (89.1/km2)
Wakefield,Gogebic,305,364,?16.2%,179.7,465,1.7/sq mi (0.7/km2)
Wakeshma,Kalamazoo,"1,301","1,414",?8.0%,36.02,93.3,36.1/sq mi (13.9/km2)
Waldron,Hillsdale,538,590,?8.8%,1,2.6,538.0/sq mi (207.7/km2)
Wales,St. Clair,"3,248","2,986",8.80%,37.37,96.8,86.9/sq mi (33.6/km2)
Walker,Cheboygan,327,292,12.00%,34.19,88.6,9.6/sq mi (3.7/km2)
Walker,Kent,"23,537","21,842",7.80%,24.94,64.6,943.7/sq mi (364.4/km2)
Walkerville,Oceana,247,254,?2.8%,1.08,2.8,228.7/sq mi (88.3/km2)
Walled Lake,Oakland,"6,999","6,713",4.30%,2.18,5.6,"3,210.6/sq mi (1,239.6/km2)"
Walton,Eaton,"2,266","2,011",12.70%,35.21,91.2,64.4/sq mi (24.8/km2)
Warner,Antrim,416,389,6.90%,35.5,92,11.7/sq mi (4.5/km2)
Warren,Macomb,"134,056","138,247",?3.0%,34.38,89,"3,899.2/sq mi (1,505.5/km2)"
Warren,Midland,"2,119","2,107",0.60%,34.75,90,61.0/sq mi (23.5/km2)
Washington,Gratiot,870,909,?4.3%,35.25,91.3,24.7/sq mi (9.5/km2)
